Pod Name,Container Name,Timestamp,CPU Usage (millicores),Memory Usage (bytes)
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:12:05,32.213,110632Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:12:05,23.162,198756Ki
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:12:05,48.343,121108Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:12:07,42.548,111836Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:12:08,31.842,180292Ki
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:12:08,32.213,110632Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:12:08,23.162,198756Ki
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:12:08,48.343,121108Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:12:10,99.328,114728Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:12:10,60.518,184172Ki
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:12:11,29.225,110648Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:12:11,23.162,198756Ki
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:12:11,46.966,121036Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:12:13,99.328,114728Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:12:13,60.518,184172Ki
oai-ausf10-595d745bf6-rtdwl,proxy,2024-06-07 14:12:14,29.225,110648Ki
oai-amf10-54d4698cb4-69vcc,proxy,2024-06-07 14:12:14,23.162,198756Ki
oai-smf10-6fcdbd788d-ffxs7,proxy,2024-06-07 14:12:14,46.966,121036Ki
oai-udr10-55dfb7cb7d-n6xhf,proxy,2024-06-07 14:12:16,99.328,114728Ki
oai-udm10-79cb747b85-8js4g,proxy,2024-06-07 14:12:16,60.518,184172Ki
